"date","state","usage"
"30-08-2014","UT",3217
"30-08-2014","VT",988
"30-08-2014","VA",15185
"30-08-2014","WA",12905
"30-08-2014","WV",4302
"30-08-2014","WI",8896
"30-08-2014","WY",671
"30-08-2014","AS",NA
"30-08-2014","GU",NA
"30-08-2014","MP",NA
"30-08-2014","PR",NA
"30-08-2014","UM",NA
"30-08-2014","VI",NA
"31-08-2014","AL",5393
"31-08-2014","AK",1
"31-08-2014","AZ",8148
"31-08-2014","AR",2585
"31-08-2014","CA",74407
"31-08-2014","CO",6581
"31-08-2014","CT",5813
"31-08-2014","DE",1334
"31-08-2014","DC",4321
"31-08-2014","FL",35937
"31-08-2014","GA",18765
"31-08-2014","HI",NA
"31-08-2014","ID",1450
"31-08-2014","IL",18243
"31-08-2014","IN",7002
"31-08-2014","IA",3346
"31-08-2014","KS",3824
"31-08-2014","KY",4866
"31-08-2014","LA",6509
"31-08-2014","ME",2080
"31-08-2014","MD",8566
"31-08-2014","MA",11182
"31-08-2014","MI",12328
"31-08-2014","MN",6753
"31-08-2014","MS",2339
"31-08-2014","MO",8577
"31-08-2014","MT",850
"31-08-2014","NE",2495
"31-08-2014","NV",8840
"31-08-2014","NH",1598
"31-08-2014","NJ",14747
"31-08-2014","NM",1923
"31-08-2014","NY",39649
"31-08-2014","NC",13022
"31-08-2014","ND",1094
"31-08-2014","OH",14830
"31-08-2014","OK",5635
"31-08-2014","OR",8208
"31-08-2014","PA",18239
"31-08-2014","RI",2377
"31-08-2014","SC",10109
"31-08-2014","SD",776
"31-08-2014","TN",10965
"31-08-2014","TX",39742
"31-08-2014","UT",2986
"31-08-2014","VT",744
"31-08-2014","VA",12397
"31-08-2014","WA",10684
"31-08-2014","WV",1773
"31-08-2014","WI",6596
"31-08-2014","WY",600
"31-08-2014","AS",NA
"31-08-2014","GU",NA
"31-08-2014","MP",NA
"31-08-2014","PR",NA
"31-08-2014","UM",NA
"31-08-2014","VI",NA
"01-09-2014","AL",6730
"01-09-2014","AK",NA
"01-09-2014","AZ",8140
"01-09-2014","AR",2551
"01-09-2014","CA",71458
"01-09-2014","CO",6895
"01-09-2014","CT",5873
"01-09-2014","DE",1428
"01-09-2014","DC",3850
"01-09-2014","FL",38012
"01-09-2014","GA",17606
"01-09-2014","HI",NA
"01-09-2014","ID",1621
"01-09-2014","IL",18276
"01-09-2014","IN",8624
"01-09-2014","IA",3891
"01-09-2014","KS",3518
"01-09-2014","KY",6142
"01-09-2014","LA",7012
"01-09-2014","ME",1960
"01-09-2014","MD",9003
"01-09-2014","MA",11763
"01-09-2014","MI",12510
"01-09-2014","MN",6885
"01-09-2014","MS",2766
"01-09-2014","MO",8646
"01-09-2014","MT",608
"01-09-2014","NE",3170
"01-09-2014","NV",8242
"01-09-2014","NH",1686
"01-09-2014","NJ",15579
"01-09-2014","NM",2192
"01-09-2014","NY",41386
"01-09-2014","NC",13736
"01-09-2014","ND",1459
"01-09-2014","OH",16266
"01-09-2014","OK",5956
"01-09-2014","OR",7711
"01-09-2014","PA",17039
"01-09-2014","RI",2208
"01-09-2014","SC",8998
"01-09-2014","SD",643
"01-09-2014","TN",9026
"01-09-2014","TX",40740
"01-09-2014","UT",3032
"01-09-2014","VT",992
"01-09-2014","VA",12652
"01-09-2014","WA",10219
"01-09-2014","WV",1898
"01-09-2014","WI",6928
"01-09-2014","WY",493
"01-09-2014","AS",NA
"01-09-2014","GU",NA
"01-09-2014","MP",NA
"01-09-2014","PR",NA
"01-09-2014","UM",NA
"01-09-2014","VI",NA
"02-09-2014","AL",5884
"02-09-2014","AK",NA
"02-09-2014","AZ",8366
"02-09-2014","AR",2845
"02-09-2014","CA",64853
"02-09-2014","CO",6706
"02-09-2014","CT",5467
"02-09-2014","DE",1519
"02-09-2014","DC",3185
"02-09-2014","FL",34856
"02-09-2014","GA",16466
"02-09-2014","HI",NA
"02-09-2014","ID",1299
"02-09-2014","IL",17894
"02-09-2014","IN",8413
"02-09-2014","IA",3685
"02-09-2014","KS",4095
"02-09-2014","KY",5491
"02-09-2014","LA",6302
"02-09-2014","ME",1507
"02-09-2014","MD",8444
"02-09-2014","MA",11855
"02-09-2014","MI",12040
"02-09-2014","MN",6989
"02-09-2014","MS",2470
"02-09-2014","MO",9312
"02-09-2014","MT",655
"02-09-2014","NE",2881
"02-09-2014","NV",7201
"02-09-2014","NH",1503
"02-09-2014","NJ",16475
"02-09-2014","NM",2105
"02-09-2014","NY",41249
"02-09-2014","NC",12546
"02-09-2014","ND",1317
"02-09-2014","OH",14847
"02-09-2014","OK",6180
"02-09-2014","OR",8448
"02-09-2014","PA",16793
"02-09-2014","RI",2150
"02-09-2014","SC",7650
"02-09-2014","SD",661
"02-09-2014","TN",8482
"02-09-2014","TX",40491
"02-09-2014","UT",3135
"02-09-2014","VT",712
"02-09-2014","VA",12332
"02-09-2014","WA",9470
"02-09-2014","WV",2512
"02-09-2014","WI",7282
"02-09-2014","WY",519
"02-09-2014","AS",NA
"02-09-2014","GU",NA
"02-09-2014","MP",NA
"02-09-2014","PR",NA
"02-09-2014","UM",NA
"02-09-2014","VI",NA
"03-09-2014","AL",6070
"03-09-2014","AK",NA
"03-09-2014","AZ",8202
"03-09-2014","AR",3034
"03-09-2014","CA",65719
"03-09-2014","CO",5854
"03-09-2014","CT",5889
"03-09-2014","DE",1436
"03-09-2014","DC",5097
"03-09-2014","FL",34519
"03-09-2014","GA",15373
"03-09-2014","HI",NA
"03-09-2014","ID",1323
"03-09-2014","IL",17589
"03-09-2014","IN",7736
"03-09-2014","IA",3764
"03-09-2014","KS",4027
"03-09-2014","KY",5229
"03-09-2014","LA",6383
"03-09-2014","ME",1700
"03-09-2014","MD",8570
"03-09-2014","MA",11707
"03-09-2014","MI",12264
"03-09-2014","MN",6506
"03-09-2014","MS",2271
"03-09-2014","MO",9083
"03-09-2014","MT",652
"03-09-2014","NE",2638
"03-09-2014","NV",6601
"03-09-2014","NH",1307
"03-09-2014","NJ",15099
"03-09-2014","NM",2180
"03-09-2014","NY",41753
"03-09-2014","NC",13759
"03-09-2014","ND",1648
"03-09-2014","OH",14907
"03-09-2014","OK",6103
"03-09-2014","OR",7624
"03-09-2014","PA",15933
"03-09-2014","RI",2401
"03-09-2014","SC",8388
"03-09-2014","SD",768
"03-09-2014","TN",8790
"03-09-2014","TX",41252
"03-09-2014","UT",3620
"03-09-2014","VT",600
"03-09-2014","VA",12522
"03-09-2014","WA",9221
"03-09-2014","WV",1987
"03-09-2014","WI",6668
"03-09-2014","WY",497
"03-09-2014","AS",NA
"03-09-2014","GU",NA
"03-09-2014","MP",NA
"03-09-2014","PR",NA
"03-09-2014","UM",NA
"03-09-2014","VI",NA
"04-09-2014","AL",6208
"04-09-2014","AK",NA
"04-09-2014","AZ",9149
"04-09-2014","AR",2965
"04-09-2014","CA",70272
"04-09-2014","CO",6423
"04-09-2014","CT",6420
"04-09-2014","DE",1333
"04-09-2014","DC",5089
"04-09-2014","FL",38289
"04-09-2014","GA",17826
"04-09-2014","HI",NA
"04-09-2014","ID",1505
"04-09-2014","IL",18946
"04-09-2014","IN",8367
"04-09-2014","IA",4299
"04-09-2014","KS",4544
"04-09-2014","KY",5841
"04-09-2014","LA",6578
"04-09-2014","ME",1683
"04-09-2014","MD",8902
"04-09-2014","MA",13259
"04-09-2014","MI",12691
"04-09-2014","MN",7689
"04-09-2014","MS",2484
"04-09-2014","MO",8915
"04-09-2014","MT",843
"04-09-2014","NE",2999
"04-09-2014","NV",6853
"04-09-2014","NH",1622
"04-09-2014","NJ",15181
"04-09-2014","NM",2313
"04-09-2014","NY",47984
"04-09-2014","NC",14311
"04-09-2014","ND",1330
"04-09-2014","OH",16210
"04-09-2014","OK",6509
"04-09-2014","OR",8175
"04-09-2014","PA",17617
"04-09-2014","RI",2369
"04-09-2014","SC",8498
"04-09-2014","SD",899
"04-09-2014","TN",9715
"04-09-2014","TX",43685
"04-09-2014","UT",3528
"04-09-2014","VT",818
"04-09-2014","VA",12612
"04-09-2014","WA",13722
"04-09-2014","WV",2248
"04-09-2014","WI",8797
"04-09-2014","WY",498
"04-09-2014","AS",NA
"04-09-2014","GU",NA
"04-09-2014","MP",NA
"04-09-2014","PR",NA
"04-09-2014","UM",NA
"04-09-2014","VI",NA
"05-09-2014","AL",6583
"05-09-2014","AK",NA
"05-09-2014","AZ",8093
"05-09-2014","AR",3260
"05-09-2014","CA",67455
"05-09-2014","CO",6632
"05-09-2014","CT",6055
"05-09-2014","DE",1237
"05-09-2014","DC",5240
"05-09-2014","FL",37986
"05-09-2014","GA",16987
"05-09-2014","HI",NA
"05-09-2014","ID",1490
"05-09-2014","IL",17952
"05-09-2014","IN",8246
"05-09-2014","IA",4225
"05-09-2014","KS",4841
"05-09-2014","KY",5188
"05-09-2014","LA",6959
"05-09-2014","ME",2035
"05-09-2014","MD",8624
"05-09-2014","MA",12788
"05-09-2014","MI",12145
"05-09-2014","MN",6927
"05-09-2014","MS",2510
"05-09-2014","MO",8895
"05-09-2014","MT",734
"05-09-2014","NE",2992
"05-09-2014","NV",7624
"05-09-2014","NH",1600
"05-09-2014","NJ",14130
"05-09-2014","NM",2678
"05-09-2014","NY",44644
"05-09-2014","NC",14394
"05-09-2014","ND",1016
"05-09-2014","OH",16979
"05-09-2014","OK",6986
"05-09-2014","OR",8441
"05-09-2014","PA",17767
"05-09-2014","RI",2075
"05-09-2014","SC",8955
"05-09-2014","SD",812
"05-09-2014","TN",9194
"05-09-2014","TX",44231
"05-09-2014","UT",3693
"05-09-2014","VT",781
"05-09-2014","VA",13017
"05-09-2014","WA",9434
"05-09-2014","WV",2302
"05-09-2014","WI",6946
"05-09-2014","WY",492
"05-09-2014","AS",NA
"05-09-2014","GU",NA
"05-09-2014","MP",NA
"05-09-2014","PR",NA
"05-09-2014","UM",NA
"05-09-2014","VI",NA
"06-09-2014","AL",8445
"06-09-2014","AK",4
"06-09-2014","AZ",9136
"06-09-2014","AR",3890
"06-09-2014","CA",78736
"06-09-2014","CO",8123
"06-09-2014","CT",6336
"06-09-2014","DE",1352
"06-09-2014","DC",5560
"06-09-2014","FL",41242
"06-09-2014","GA",20335
"06-09-2014","HI",NA
"06-09-2014","ID",1889
"06-09-2014","IL",20177
"06-09-2014","IN",10139
"06-09-2014","IA",4966
"06-09-2014","KS",5104
"06-09-2014","KY",6535
"06-09-2014","LA",7922
"06-09-2014","ME",1872
"06-09-2014","MD",9448
"06-09-2014","MA",13503
"06-09-2014","MI",16018
"06-09-2014","MN",7624
"06-09-2014","MS",3370
"06-09-2014","MO",9781
"06-09-2014","MT",759
"06-09-2014","NE",4306
"06-09-2014","NV",8199
"06-09-2014","NH",1792
"06-09-2014","NJ",16134
"06-09-2014","NM",3136
"06-09-2014","NY",49368
"06-09-2014","NC",18107
"06-09-2014","ND",1267
"06-09-2014","OH",20006
"06-09-2014","OK",7463
"06-09-2014","OR",9930
"06-09-2014","PA",18782
"06-09-2014","RI",2124
"06-09-2014","SC",9945
"06-09-2014","SD",916
"06-09-2014","TN",12543
"06-09-2014","TX",48280
"06-09-2014","UT",4372
"06-09-2014","VT",813
"06-09-2014","VA",15813
"06-09-2014","WA",10492
"06-09-2014","WV",2816
"06-09-2014","WI",7873
"06-09-2014","WY",586
"06-09-2014","AS",NA
"06-09-2014","GU",NA
"06-09-2014","MP",NA
"06-09-2014","PR",NA
"06-09-2014","UM",NA
"06-09-2014","VI",NA
"07-09-2014","AL",5355
"07-09-2014","AK",NA
"07-09-2014","AZ",8582
"07-09-2014","AR",2770
"07-09-2014","CA",73407
"07-09-2014","CO",7920
"07-09-2014","CT",5782
"07-09-2014","DE",1252
"07-09-2014","DC",5205
"07-09-2014","FL",37330
"07-09-2014","GA",20281
"07-09-2014","HI",NA
"07-09-2014","ID",1423
"07-09-2014","IL",19230
"07-09-2014","IN",8533
"07-09-2014","IA",4271
"07-09-2014","KS",4388
"07-09-2014","KY",5416
"07-09-2014","LA",7859
"07-09-2014","ME",1877
"07-09-2014","MD",11427
"07-09-2014","MA",12492
"07-09-2014","MI",11273
"07-09-2014","MN",7011
"07-09-2014","MS",2675
"07-09-2014","MO",9059
"07-09-2014","MT",743
"07-09-2014","NE",2555
"07-09-2014","NV",7626
"07-09-2014","NH",1603
"07-09-2014","NJ",16732
"07-09-2014","NM",2338
"07-09-2014","NY",50464
"07-09-2014","NC",14569
"07-09-2014","ND",1287
"07-09-2014","OH",19332
"07-09-2014","OK",6375
"07-09-2014","OR",7656
"07-09-2014","PA",19674
"07-09-2014","RI",2336
"07-09-2014","SC",8769
"07-09-2014","SD",910
"07-09-2014","TN",8678
"07-09-2014","TX",44499
"07-09-2014","UT",3033
"07-09-2014","VT",675
"07-09-2014","VA",14180
"07-09-2014","WA",8568
"07-09-2014","WV",2295
"07-09-2014","WI",7026
"07-09-2014","WY",587
"07-09-2014","AS",NA
"07-09-2014","GU",NA
"07-09-2014","MP",NA
"07-09-2014","PR",NA
"07-09-2014","UM",NA
"07-09-2014","VI",NA
"08-09-2014","AL",6327
"08-09-2014","AK",NA
"08-09-2014","AZ",11409
"08-09-2014","AR",2957
"08-09-2014","CA",66170
"08-09-2014","CO",6385
"08-09-2014","CT",5890
"08-09-2014","DE",1226
"08-09-2014","DC",4893
"08-09-2014","FL",35650
"08-09-2014","GA",17693
"08-09-2014","HI",NA
"08-09-2014","ID",1364
"08-09-2014","IL",18183
"08-09-2014","IN",7586
"08-09-2014","IA",4342
"08-09-2014","KS",4085
"08-09-2014","KY",5208
"08-09-2014","LA",6980
"08-09-2014","ME",1828
"08-09-2014","MD",8979
"08-09-2014","MA",12446
"08-09-2014","MI",15760
"08-09-2014","MN",6920
"08-09-2014","MS",2322
"08-09-2014","MO",8178
"08-09-2014","MT",751
"08-09-2014","NE",2827
"08-09-2014","NV",6832
"08-09-2014","NH",1604
"08-09-2014","NJ",15209
"08-09-2014","NM",1938
"08-09-2014","NY",46193
"08-09-2014","NC",13773
"08-09-2014","ND",1242
"08-09-2014","OH",16547
"08-09-2014","OK",6980
"08-09-2014","OR",7456
"08-09-2014","PA",18265
"08-09-2014","RI",2302
"08-09-2014","SC",8589
"08-09-2014","SD",668
"08-09-2014","TN",8987
"08-09-2014","TX",40980
"08-09-2014","UT",3641
"08-09-2014","VT",660
"08-09-2014","VA",12887
"08-09-2014","WA",9126
"08-09-2014","WV",2357
"08-09-2014","WI",7620
"08-09-2014","WY",632
"08-09-2014","AS",NA
"08-09-2014","GU",NA
"08-09-2014","MP",NA
"08-09-2014","PR",NA
"08-09-2014","UM",NA
"08-09-2014","VI",NA
"09-09-2014","AL",5784
"09-09-2014","AK",NA
"09-09-2014","AZ",8639
"09-09-2014","AR",3003
"09-09-2014","CA",71115
"09-09-2014","CO",6651
"09-09-2014","CT",6024
"09-09-2014","DE",1115
"09-09-2014","DC",5193
"09-09-2014","FL",35447
"09-09-2014","GA",17257
"09-09-2014","HI",NA
"09-09-2014","ID",1364
"09-09-2014","IL",17570
"09-09-2014","IN",7674
"09-09-2014","IA",3969
"09-09-2014","KS",4192
"09-09-2014","KY",5252
"09-09-2014","LA",6487
"09-09-2014","ME",1741
"09-09-2014","MD",8955
"09-09-2014","MA",12469
"09-09-2014","MI",12586
"09-09-2014","MN",6718
"09-09-2014","MS",2458
"09-09-2014","MO",8200
"09-09-2014","MT",850
"09-09-2014","NE",2820
"09-09-2014","NV",6736
"09-09-2014","NH",1585
"09-09-2014","NJ",14399
"09-09-2014","NM",2026
"09-09-2014","NY",47902
"09-09-2014","NC",13385
"09-09-2014","ND",1149
"09-09-2014","OH",16284
"09-09-2014","OK",6449
"09-09-2014","OR",7958
"09-09-2014","PA",16687
"09-09-2014","RI",2687
"09-09-2014","SC",8584
"09-09-2014","SD",776
"09-09-2014","TN",8891
"09-09-2014","TX",41032
"09-09-2014","UT",3261
"09-09-2014","VT",788
"09-09-2014","VA",13310
"09-09-2014","WA",9304
"09-09-2014","WV",2587
"09-09-2014","WI",7123
"09-09-2014","WY",566
"09-09-2014","AS",NA
"09-09-2014","GU",NA
"09-09-2014","MP",NA
"09-09-2014","PR",NA
"09-09-2014","UM",NA
"09-09-2014","VI",NA
"10-09-2014","AL",5750
"10-09-2014","AK",NA
"10-09-2014","AZ",8372
"10-09-2014","AR",2640
"10-09-2014","CA",63733
"10-09-2014","CO",6237
"10-09-2014","CT",5352
"10-09-2014","DE",1304
"10-09-2014","DC",5302
"10-09-2014","FL",33562
"10-09-2014","GA",15193
"10-09-2014","HI",NA
"10-09-2014","ID",1269
"10-09-2014","IL",16852
"10-09-2014","IN",7402
"10-09-2014","IA",3947
"10-09-2014","KS",4039
"10-09-2014","KY",5221
"10-09-2014","LA",6453
"10-09-2014","ME",1479
"10-09-2014","MD",8078
"10-09-2014","MA",11216
"10-09-2014","MI",12436
"10-09-2014","MN",6738
"10-09-2014","MS",2115
"10-09-2014","MO",8332
"10-09-2014","MT",664
"10-09-2014","NE",2745
"10-09-2014","NV",6744
"10-09-2014","NH",1530
"10-09-2014","NJ",14010
"10-09-2014","NM",1879
"10-09-2014","NY",42486
"10-09-2014","NC",12827
"10-09-2014","ND",1213
"10-09-2014","OH",15373
"10-09-2014","OK",18526
"10-09-2014","OR",7660
"10-09-2014","PA",16921
"10-09-2014","RI",2267
"10-09-2014","SC",8940
"10-09-2014","SD",736
"10-09-2014","TN",8656
"10-09-2014","TX",39098
"10-09-2014","UT",3180
"10-09-2014","VT",612
"10-09-2014","VA",12525
"10-09-2014","WA",8461
"10-09-2014","WV",2015
"10-09-2014","WI",6402
"10-09-2014","WY",508
"10-09-2014","AS",NA
"10-09-2014","GU",NA
"10-09-2014","MP",NA
"10-09-2014","PR",NA
"10-09-2014","UM",NA
"10-09-2014","VI",NA
"11-09-2014","AL",6437
"11-09-2014","AK",NA
"11-09-2014","AZ",9479
"11-09-2014","AR",3022
"11-09-2014","CA",69622
"11-09-2014","CO",6854
"11-09-2014","CT",6501
"11-09-2014","DE",1673
"11-09-2014","DC",4745
"11-09-2014","FL",37658
"11-09-2014","GA",16396
"11-09-2014","HI",NA
"11-09-2014","ID",1461
"11-09-2014","IL",18794
"11-09-2014","IN",8410
"11-09-2014","IA",4306
"11-09-2014","KS",4489
"11-09-2014","KY",6290
"11-09-2014","LA",6904
"11-09-2014","ME",1777
"11-09-2014","MD",11372
"11-09-2014","MA",13054
"11-09-2014","MI",13223
"11-09-2014","MN",7371
"11-09-2014","MS",2809
"11-09-2014","MO",9761
"11-09-2014","MT",701
"11-09-2014","NE",3013
"11-09-2014","NV",7454
"11-09-2014","NH",1517
"11-09-2014","NJ",16192
"11-09-2014","NM",2316
"11-09-2014","NY",48679
"11-09-2014","NC",14869
"11-09-2014","ND",1224
"11-09-2014","OH",18306
"11-09-2014","OK",18688
"11-09-2014","OR",8861
"11-09-2014","PA",19979
"11-09-2014","RI",2200
"11-09-2014","SC",9367
"11-09-2014","SD",749
"11-09-2014","TN",9792
"11-09-2014","TX",43816
"11-09-2014","UT",3886
"11-09-2014","VT",874
"11-09-2014","VA",13401
"11-09-2014","WA",9333
"11-09-2014","WV",2586
"11-09-2014","WI",7138
"11-09-2014","WY",604
"11-09-2014","AS",NA
"11-09-2014","GU",NA
"11-09-2014","MP",NA
"11-09-2014","PR",NA
"11-09-2014","UM",NA
"11-09-2014","VI",NA
"12-09-2014","AL",6661
"12-09-2014","AK",NA
"12-09-2014","AZ",8870
"12-09-2014","AR",2901
"12-09-2014","CA",70682
"12-09-2014","CO",7115
"12-09-2014","CT",5527
"12-09-2014","DE",1070
"12-09-2014","DC",4925
"12-09-2014","FL",35183
"12-09-2014","GA",15558
"12-09-2014","HI",NA
"12-09-2014","ID",1316
"12-09-2014","IL",18520
"12-09-2014","IN",8161
"12-09-2014","IA",4272
"12-09-2014","KS",3968
"12-09-2014","KY",6084
"12-09-2014","LA",6253
"12-09-2014","ME",1743
"12-09-2014","MD",9480
"12-09-2014","MA",12825
"12-09-2014","MI",12968
"12-09-2014","MN",7496
"12-09-2014","MS",2701
"12-09-2014","MO",8563
"12-09-2014","MT",733
"12-09-2014","NE",2686
"12-09-2014","NV",7760
"12-09-2014","NH",1602
"12-09-2014","NJ",15284
"12-09-2014","NM",2014
"12-09-2014","NY",40523
"12-09-2014","NC",14022
"12-09-2014","ND",1457
"12-09-2014","OH",15974
"12-09-2014","OK",18693
"12-09-2014","OR",10018
"12-09-2014","PA",16921
"12-09-2014","RI",2318
"12-09-2014","SC",8564
"12-09-2014","SD",878
"12-09-2014","TN",9605
"12-09-2014","TX",42365
"12-09-2014","UT",3552
"12-09-2014","VT",765
"12-09-2014","VA",12559
"12-09-2014","WA",9984
"12-09-2014","WV",2224
"12-09-2014","WI",6920
"12-09-2014","WY",478
"12-09-2014","AS",NA
"12-09-2014","GU",NA
"12-09-2014","MP",NA
"12-09-2014","PR",NA
"12-09-2014","UM",NA
"12-09-2014","VI",NA
"13-09-2014","AL",8755
"13-09-2014","AK",NA
"13-09-2014","AZ",9726
"13-09-2014","AR",4128
"13-09-2014","CA",80115
"13-09-2014","CO",7814
"13-09-2014","CT",5898
"13-09-2014","DE",1442
"13-09-2014","DC",5880
"13-09-2014","FL",41171
"13-09-2014","GA",20816
"13-09-2014","HI",NA
"13-09-2014","ID",1541
"13-09-2014","IL",20238
"13-09-2014","IN",10709
"13-09-2014","IA",5691
"13-09-2014","KS",4448
"13-09-2014","KY",7570
"13-09-2014","LA",7131
"13-09-2014","ME",1613
"13-09-2014","MD",11215
"13-09-2014","MA",13153
"13-09-2014","MI",13653
"13-09-2014","MN",7882
"13-09-2014","MS",2891
"13-09-2014","MO",10239
"13-09-2014","MT",859
"13-09-2014","NE",3604
"13-09-2014","NV",9285
"13-09-2014","NH",1884
"13-09-2014","NJ",17229
"13-09-2014","NM",2164
"13-09-2014","NY",43003
"13-09-2014","NC",16485
"13-09-2014","ND",1780
"13-09-2014","OH",17719
"13-09-2014","OK",7491
"13-09-2014","OR",10494
"13-09-2014","PA",19373
"13-09-2014","RI",2600
"13-09-2014","SC",11795
"13-09-2014","SD",1018
"13-09-2014","TN",12802
"13-09-2014","TX",47836
"13-09-2014","UT",3580
"13-09-2014","VT",803
"13-09-2014","VA",15015
"13-09-2014","WA",11054
"13-09-2014","WV",2900
"13-09-2014","WI",7670
"13-09-2014","WY",556
"13-09-2014","AS",NA
"13-09-2014","GU",NA
"13-09-2014","MP",NA
"13-09-2014","PR",NA
"13-09-2014","UM",NA
"13-09-2014","VI",NA
"14-09-2014","AL",6638
"14-09-2014","AK",NA
"14-09-2014","AZ",9910
"14-09-2014","AR",3379
"14-09-2014","CA",81686
"14-09-2014","CO",8167
"14-09-2014","CT",6068
"14-09-2014","DE",1586
"14-09-2014","DC",5750
"14-09-2014","FL",39004
"14-09-2014","GA",16181
"14-09-2014","HI",NA
"14-09-2014","ID",1388
"14-09-2014","IL",23214
"14-09-2014","IN",9076
"14-09-2014","IA",4911
"14-09-2014","KS",4487
"14-09-2014","KY",6170
"14-09-2014","LA",7428
"14-09-2014","ME",1756
"14-09-2014","MD",11820
"14-09-2014","MA",14017
"14-09-2014","MI",12913
"14-09-2014","MN",8048
"14-09-2014","MS",3160
"14-09-2014","MO",10975
"14-09-2014","MT",855
"14-09-2014","NE",2816
"14-09-2014","NV",8516
"14-09-2014","NH",1812
"14-09-2014","NJ",17748
"14-09-2014","NM",2678
"14-09-2014","NY",47171
"14-09-2014","NC",16043
"14-09-2014","ND",1303
"14-09-2014","OH",19945
"14-09-2014","OK",6449
"14-09-2014","OR",8589
"14-09-2014","PA",17310
"14-09-2014","RI",2587
"14-09-2014","SC",9986
"14-09-2014","SD",850
"14-09-2014","TN",9988
"14-09-2014","TX",45505
"14-09-2014","UT",3993
"14-09-2014","VT",803
"14-09-2014","VA",14231
"14-09-2014","WA",11370
"14-09-2014","WV",2582
"14-09-2014","WI",9477
"14-09-2014","WY",598
"14-09-2014","AS",NA
"14-09-2014","GU",NA
"14-09-2014","MP",NA
"14-09-2014","PR",NA
"14-09-2014","UM",NA
"14-09-2014","VI",NA
"15-09-2014","AL",5969
"15-09-2014","AK",NA
"15-09-2014","AZ",9061
"15-09-2014","AR",2784
"15-09-2014","CA",62939
"15-09-2014","CO",6365
"15-09-2014","CT",5315
"15-09-2014","DE",1448
"15-09-2014","DC",5003
"15-09-2014","FL",31357
"15-09-2014","GA",14023
"15-09-2014","HI",NA
"15-09-2014","ID",1379
"15-09-2014","IL",17025
"15-09-2014","IN",8878
"15-09-2014","IA",4020
"15-09-2014","KS",4055
"15-09-2014","KY",4884
"15-09-2014","LA",6488
"15-09-2014","ME",1516
"15-09-2014","MD",8517
"15-09-2014","MA",11186
"15-09-2014","MI",11425
"15-09-2014","MN",6606
"15-09-2014","MS",2060
"15-09-2014","MO",11461
"15-09-2014","MT",563
"15-09-2014","NE",2393
"15-09-2014","NV",6112
"15-09-2014","NH",1305
"15-09-2014","NJ",15424
"15-09-2014","NM",1948
"15-09-2014","NY",38709
"15-09-2014","NC",13637
"15-09-2014","ND",1017
"15-09-2014","OH",15279
"15-09-2014","OK",5922
"15-09-2014","OR",7948
"15-09-2014","PA",16971
"15-09-2014","RI",1901
"15-09-2014","SC",7918
"15-09-2014","SD",709
"15-09-2014","TN",8408
"15-09-2014","TX",38882
"15-09-2014","UT",2968
"15-09-2014","VT",611
"15-09-2014","VA",12091
"15-09-2014","WA",8197
"15-09-2014","WV",2230
"15-09-2014","WI",6574
"15-09-2014","WY",400
"15-09-2014","AS",NA
"15-09-2014","GU",NA
"15-09-2014","MP",NA
"15-09-2014","PR",NA
"15-09-2014","UM",NA
"15-09-2014","VI",NA
"16-09-2014","AL",6339
"16-09-2014","AK",NA
"16-09-2014","AZ",9936
"16-09-2014","AR",2975
"16-09-2014","CA",66893
"16-09-2014","CO",6830
"16-09-2014","CT",5634
"16-09-2014","DE",1245
"16-09-2014","DC",4834
"16-09-2014","FL",33023
"16-09-2014","GA",15458
"16-09-2014","HI",NA
"16-09-2014","ID",1212
"16-09-2014","IL",17853
"16-09-2014","IN",7622
"16-09-2014","IA",3943
"16-09-2014","KS",4180
"16-09-2014","KY",5683
"16-09-2014","LA",6799
"16-09-2014","ME",1663
"16-09-2014","MD",11085
"16-09-2014","MA",14548
"16-09-2014","MI",12374
"16-09-2014","MN",6469
"16-09-2014","MS",2390
"16-09-2014","MO",10949
"16-09-2014","MT",598
"16-09-2014","NE",2667
"16-09-2014","NV",6171
"16-09-2014","NH",1361
"16-09-2014","NJ",15336
"16-09-2014","NM",2128
"16-09-2014","NY",38841
"16-09-2014","NC",14043
"16-09-2014","ND",1061
"16-09-2014","OH",14985
"16-09-2014","OK",5914
"16-09-2014","OR",5710
"16-09-2014","PA",18161
"16-09-2014","RI",2165
"16-09-2014","SC",8356
"16-09-2014","SD",689
"16-09-2014","TN",8323
"16-09-2014","TX",41950
"16-09-2014","UT",3232
"16-09-2014","VT",574
"16-09-2014","VA",12825
"16-09-2014","WA",8938
"16-09-2014","WV",2439
"16-09-2014","WI",7138
"16-09-2014","WY",621
"16-09-2014","AS",NA
"16-09-2014","GU",NA
"16-09-2014","MP",NA
"16-09-2014","PR",NA
"16-09-2014","UM",NA
"16-09-2014","VI",NA
"17-09-2014","AL",5860
"17-09-2014","AK",NA
"17-09-2014","AZ",8911
"17-09-2014","AR",2888
"17-09-2014","CA",62921
"17-09-2014","CO",6527
"17-09-2014","CT",5511
"17-09-2014","DE",1181
"17-09-2014","DC",6247
"17-09-2014","FL",33065
"17-09-2014","GA",14790
"17-09-2014","HI",NA
"17-09-2014","ID",1320
"17-09-2014","IL",16871
"17-09-2014","IN",6885
"17-09-2014","IA",3987
"17-09-2014","KS",4223
"17-09-2014","KY",5683
"17-09-2014","LA",6298
