"date","state","usage"
"09-06-2015","MP",NA
"09-06-2015","PR",NA
"09-06-2015","UM",NA
"09-06-2015","VI",NA
"10-06-2015","AL",2961
"10-06-2015","AK",NA
"10-06-2015","AZ",5367
"10-06-2015","AR",2125
"10-06-2015","CA",41121
"10-06-2015","CO",4807
"10-06-2015","CT",3495
"10-06-2015","DE",919
"10-06-2015","DC",2275
"10-06-2015","FL",24059
"10-06-2015","GA",11668
"10-06-2015","HI",NA
"10-06-2015","ID",923
"10-06-2015","IL",11714
"10-06-2015","IN",4645
"10-06-2015","IA",1628
"10-06-2015","KS",2609
"10-06-2015","KY",2428
"10-06-2015","LA",4289
"10-06-2015","ME",905
"10-06-2015","MD",4852
"10-06-2015","MA",6859
"10-06-2015","MI",6662
"10-06-2015","MN",3366
"10-06-2015","MS",1744
"10-06-2015","MO",5940
"10-06-2015","MT",626
"10-06-2015","NE",1939
"10-06-2015","NV",4520
"10-06-2015","NH",878
"10-06-2015","NJ",7797
"10-06-2015","NM",2609
"10-06-2015","NY",25889
"10-06-2015","NC",8509
"10-06-2015","ND",2289
"10-06-2015","OH",10261
"10-06-2015","OK",3245
"10-06-2015","OR",5818
"10-06-2015","PA",7188
"10-06-2015","RI",1112
"10-06-2015","SC",5660
"10-06-2015","SD",323
"10-06-2015","TN",5876
"10-06-2015","TX",23992
"10-06-2015","UT",1543
"10-06-2015","VT",395
"10-06-2015","VA",8490
"10-06-2015","WA",5984
"10-06-2015","WV",1017
"10-06-2015","WI",4692
"10-06-2015","WY",332
"10-06-2015","AS",NA
"10-06-2015","GU",NA
"10-06-2015","MP",NA
"10-06-2015","PR",NA
"10-06-2015","UM",NA
"10-06-2015","VI",NA
"11-06-2015","AL",3065
"11-06-2015","AK",NA
"11-06-2015","AZ",5429
"11-06-2015","AR",2175
"11-06-2015","CA",43835
"11-06-2015","CO",4700
"11-06-2015","CT",3259
"11-06-2015","DE",1071
"11-06-2015","DC",2371
"11-06-2015","FL",26172
"11-06-2015","GA",12050
"11-06-2015","HI",NA
"11-06-2015","ID",973
"11-06-2015","IL",10970
"11-06-2015","IN",4633
"11-06-2015","IA",1549
"11-06-2015","KS",2671
"11-06-2015","KY",2827
"11-06-2015","LA",4311
"11-06-2015","ME",964
"11-06-2015","MD",5261
"11-06-2015","MA",7532
"11-06-2015","MI",6171
"11-06-2015","MN",3336
"11-06-2015","MS",1521
"11-06-2015","MO",6206
"11-06-2015","MT",666
"11-06-2015","NE",1895
"11-06-2015","NV",4895
"11-06-2015","NH",989
"11-06-2015","NJ",8362
"11-06-2015","NM",1831
"11-06-2015","NY",27292
"11-06-2015","NC",8994
"11-06-2015","ND",2629
"11-06-2015","OH",12086
"11-06-2015","OK",3972
"11-06-2015","OR",5990
"11-06-2015","PA",8083
"11-06-2015","RI",1299
"11-06-2015","SC",6148
"11-06-2015","SD",384
"11-06-2015","TN",6740
"11-06-2015","TX",24509
"11-06-2015","UT",1745
"11-06-2015","VT",429
"11-06-2015","VA",8129
"11-06-2015","WA",6332
"11-06-2015","WV",1032
"11-06-2015","WI",4902
"11-06-2015","WY",487
"11-06-2015","AS",NA
"11-06-2015","GU",NA
"11-06-2015","MP",NA
"11-06-2015","PR",NA
"11-06-2015","UM",NA
"11-06-2015","VI",NA
"12-06-2015","AL",3158
"12-06-2015","AK",4
"12-06-2015","AZ",5553
"12-06-2015","AR",2087
"12-06-2015","CA",45996
"12-06-2015","CO",5158
"12-06-2015","CT",3455
"12-06-2015","DE",1105
"12-06-2015","DC",2655
"12-06-2015","FL",27011
"12-06-2015","GA",11827
"12-06-2015","HI",NA
"12-06-2015","ID",950
"12-06-2015","IL",10931
"12-06-2015","IN",4839
"12-06-2015","IA",1606
"12-06-2015","KS",2706
"12-06-2015","KY",2789
"12-06-2015","LA",4773
"12-06-2015","ME",956
"12-06-2015","MD",5603
"12-06-2015","MA",7740
"12-06-2015","MI",6439
"12-06-2015","MN",3621
"12-06-2015","MS",1338
"12-06-2015","MO",6373
"12-06-2015","MT",768
"12-06-2015","NE",2036
"12-06-2015","NV",4789
"12-06-2015","NH",1088
"12-06-2015","NJ",8171
"12-06-2015","NM",1400
"12-06-2015","NY",26819
"12-06-2015","NC",8487
"12-06-2015","ND",2914
"12-06-2015","OH",10471
"12-06-2015","OK",3721
"12-06-2015","OR",5989
"12-06-2015","PA",8388
"12-06-2015","RI",1183
"12-06-2015","SC",5917
"12-06-2015","SD",274
"12-06-2015","TN",7127
"12-06-2015","TX",26170
"12-06-2015","UT",1704
"12-06-2015","VT",508
"12-06-2015","VA",8413
"12-06-2015","WA",6957
"12-06-2015","WV",1148
"12-06-2015","WI",5117
"12-06-2015","WY",439
"12-06-2015","AS",NA
"12-06-2015","GU",NA
"12-06-2015","MP",NA
"12-06-2015","PR",NA
"12-06-2015","UM",NA
"12-06-2015","VI",NA
"13-06-2015","AL",3327
"13-06-2015","AK",NA
"13-06-2015","AZ",6301
"13-06-2015","AR",2244
"13-06-2015","CA",52879
"13-06-2015","CO",5697
"13-06-2015","CT",3831
"13-06-2015","DE",823
"13-06-2015","DC",3310
"13-06-2015","FL",30419
"13-06-2015","GA",13431
"13-06-2015","HI",NA
"13-06-2015","ID",882
"13-06-2015","IL",13882
"13-06-2015","IN",5155
"13-06-2015","IA",1807
"13-06-2015","KS",2792
"13-06-2015","KY",3148
"13-06-2015","LA",4549
"13-06-2015","ME",1170
"13-06-2015","MD",6322
"13-06-2015","MA",8499
"13-06-2015","MI",7009
"13-06-2015","MN",4079
"13-06-2015","MS",1538
"13-06-2015","MO",6778
"13-06-2015","MT",769
"13-06-2015","NE",2312
"13-06-2015","NV",5304
"13-06-2015","NH",1358
"13-06-2015","NJ",10846
"13-06-2015","NM",1816
"13-06-2015","NY",33905
"13-06-2015","NC",9959
"13-06-2015","ND",2834
"13-06-2015","OH",11578
"13-06-2015","OK",3847
"13-06-2015","OR",6462
"13-06-2015","PA",10403
"13-06-2015","RI",1647
"13-06-2015","SC",6230
"13-06-2015","SD",433
"13-06-2015","TN",7423
"13-06-2015","TX",28074
"13-06-2015","UT",1827
"13-06-2015","VT",625
"13-06-2015","VA",9275
"13-06-2015","WA",7926
"13-06-2015","WV",1117
"13-06-2015","WI",5386
"13-06-2015","WY",408
"13-06-2015","AS",NA
"13-06-2015","GU",NA
"13-06-2015","MP",NA
"13-06-2015","PR",NA
"13-06-2015","UM",NA
"13-06-2015","VI",NA
"14-06-2015","AL",3290
"14-06-2015","AK",NA
"14-06-2015","AZ",5355
"14-06-2015","AR",2096
"14-06-2015","CA",51034
"14-06-2015","CO",4995
"14-06-2015","CT",3530
"14-06-2015","DE",851
"14-06-2015","DC",2757
"14-06-2015","FL",26006
"14-06-2015","GA",11880
"14-06-2015","HI",NA
"14-06-2015","ID",879
"14-06-2015","IL",11833
"14-06-2015","IN",4541
"14-06-2015","IA",1727
"14-06-2015","KS",2581
"14-06-2015","KY",2652
"14-06-2015","LA",3981
"14-06-2015","ME",1158
"14-06-2015","MD",5955
"14-06-2015","MA",8311
"14-06-2015","MI",6163
"14-06-2015","MN",3770
"14-06-2015","MS",1314
"14-06-2015","MO",5981
"14-06-2015","MT",620
"14-06-2015","NE",2267
"14-06-2015","NV",5098
"14-06-2015","NH",1156
"14-06-2015","NJ",10111
"14-06-2015","NM",1505
"14-06-2015","NY",29493
"14-06-2015","NC",8554
"14-06-2015","ND",3346
"14-06-2015","OH",11900
"14-06-2015","OK",3303
"14-06-2015","OR",5780
"14-06-2015","PA",8033
"14-06-2015","RI",1341
"14-06-2015","SC",5849
"14-06-2015","SD",303
"14-06-2015","TN",7018
"14-06-2015","TX",24524
"14-06-2015","UT",1471
"14-06-2015","VT",439
"14-06-2015","VA",8542
"14-06-2015","WA",7228
"14-06-2015","WV",1050
"14-06-2015","WI",4973
"14-06-2015","WY",443
"14-06-2015","AS",NA
"14-06-2015","GU",NA
"14-06-2015","MP",NA
"14-06-2015","PR",NA
"14-06-2015","UM",NA
"14-06-2015","VI",NA
"15-06-2015","AL",2697
"15-06-2015","AK",22
"15-06-2015","AZ",5261
"15-06-2015","AR",2296
"15-06-2015","CA",39832
"15-06-2015","CO",4643
"15-06-2015","CT",3429
"15-06-2015","DE",733
"15-06-2015","DC",2004
"15-06-2015","FL",22676
"15-06-2015","GA",10054
"15-06-2015","HI",NA
"15-06-2015","ID",825
"15-06-2015","IL",13408
"15-06-2015","IN",4309
"15-06-2015","IA",1579
"15-06-2015","KS",2574
"15-06-2015","KY",2421
"15-06-2015","LA",3914
"15-06-2015","ME",926
"15-06-2015","MD",4961
"15-06-2015","MA",6479
"15-06-2015","MI",5848
"15-06-2015","MN",3381
"15-06-2015","MS",1128
"15-06-2015","MO",6404
"15-06-2015","MT",656
"15-06-2015","NE",2041
"15-06-2015","NV",4157
"15-06-2015","NH",894
"15-06-2015","NJ",6829
"15-06-2015","NM",1592
"15-06-2015","NY",21301
"15-06-2015","NC",7824
"15-06-2015","ND",3404
"15-06-2015","OH",10226
"15-06-2015","OK",3147
"15-06-2015","OR",5706
"15-06-2015","PA",7330
"15-06-2015","RI",1112
"15-06-2015","SC",5191
"15-06-2015","SD",282
"15-06-2015","TN",5526
"15-06-2015","TX",22869
"15-06-2015","UT",1616
"15-06-2015","VT",425
"15-06-2015","VA",7606
"15-06-2015","WA",6631
"15-06-2015","WV",1170
"15-06-2015","WI",4681
"15-06-2015","WY",466
"15-06-2015","AS",NA
"15-06-2015","GU",NA
"15-06-2015","MP",NA
"15-06-2015","PR",NA
"15-06-2015","UM",NA
"15-06-2015","VI",NA
"16-06-2015","AL",2785
"16-06-2015","AK",6
"16-06-2015","AZ",5318
"16-06-2015","AR",1592
"16-06-2015","CA",42068
"16-06-2015","CO",4810
"16-06-2015","CT",3161
"16-06-2015","DE",677
"16-06-2015","DC",2202
"16-06-2015","FL",22193
"16-06-2015","GA",10311
"16-06-2015","HI",NA
"16-06-2015","ID",902
"16-06-2015","IL",12343
"16-06-2015","IN",4510
"16-06-2015","IA",1558
"16-06-2015","KS",2717
"16-06-2015","KY",2531
"16-06-2015","LA",3891
"16-06-2015","ME",898
"16-06-2015","MD",4906
"16-06-2015","MA",6405
"16-06-2015","MI",6260
"16-06-2015","MN",3202
"16-06-2015","MS",1211
"16-06-2015","MO",5036
"16-06-2015","MT",600
"16-06-2015","NE",1977
"16-06-2015","NV",4297
"16-06-2015","NH",834
"16-06-2015","NJ",7360
"16-06-2015","NM",1459
"16-06-2015","NY",21969
"16-06-2015","NC",8175
"16-06-2015","ND",3274
"16-06-2015","OH",11218
"16-06-2015","OK",2586
"16-06-2015","OR",5619
"16-06-2015","PA",7364
"16-06-2015","RI",1150
"16-06-2015","SC",5478
"16-06-2015","SD",359
"16-06-2015","TN",4845
"16-06-2015","TX",23314
"16-06-2015","UT",1473
"16-06-2015","VT",432
"16-06-2015","VA",7955
"16-06-2015","WA",6249
"16-06-2015","WV",1072
"16-06-2015","WI",4574
"16-06-2015","WY",427
"16-06-2015","AS",NA
"16-06-2015","GU",NA
"16-06-2015","MP",NA
"16-06-2015","PR",NA
"16-06-2015","UM",NA
"16-06-2015","VI",NA
"17-06-2015","AL",2940
"17-06-2015","AK",2
"17-06-2015","AZ",5107
"17-06-2015","AR",1766
"17-06-2015","CA",43082
"17-06-2015","CO",5236
"17-06-2015","CT",3181
"17-06-2015","DE",886
"17-06-2015","DC",2400
"17-06-2015","FL",23755
"17-06-2015","GA",10269
"17-06-2015","HI",NA
"17-06-2015","ID",920
"17-06-2015","IL",10573
"17-06-2015","IN",4244
"17-06-2015","IA",1689
"17-06-2015","KS",2688
"17-06-2015","KY",2497
"17-06-2015","LA",4116
"17-06-2015","ME",950
"17-06-2015","MD",4973
"17-06-2015","MA",6830
"17-06-2015","MI",6386
"17-06-2015","MN",3388
"17-06-2015","MS",1580
"17-06-2015","MO",5013
"17-06-2015","MT",756
"17-06-2015","NE",2117
"17-06-2015","NV",4949
"17-06-2015","NH",979
"17-06-2015","NJ",7681
"17-06-2015","NM",2597
"17-06-2015","NY",23994
"17-06-2015","NC",9081
"17-06-2015","ND",3373
"17-06-2015","OH",10663
"17-06-2015","OK",2823
"17-06-2015","OR",5890
"17-06-2015","PA",7107
"17-06-2015","RI",1044
"17-06-2015","SC",6339
"17-06-2015","SD",428
"17-06-2015","TN",5017
"17-06-2015","TX",23397
"17-06-2015","UT",1768
"17-06-2015","VT",421
"17-06-2015","VA",7863
"17-06-2015","WA",6915
"17-06-2015","WV",1038
"17-06-2015","WI",5378
"17-06-2015","WY",479
"17-06-2015","AS",NA
"17-06-2015","GU",NA
"17-06-2015","MP",NA
"17-06-2015","PR",NA
"17-06-2015","UM",NA
"17-06-2015","VI",NA
"18-06-2015","AL",3089
"18-06-2015","AK",NA
"18-06-2015","AZ",5238
"18-06-2015","AR",1980
"18-06-2015","CA",44508
"18-06-2015","CO",5474
"18-06-2015","CT",3259
"18-06-2015","DE",1061
"18-06-2015","DC",2513
"18-06-2015","FL",25004
"18-06-2015","GA",11926
"18-06-2015","HI",NA
"18-06-2015","ID",906
"18-06-2015","IL",12643
"18-06-2015","IN",4363
"18-06-2015","IA",1633
"18-06-2015","KS",2540
"18-06-2015","KY",2709
"18-06-2015","LA",4142
"18-06-2015","ME",1019
"18-06-2015","MD",4838
"18-06-2015","MA",7492
"18-06-2015","MI",6421
"18-06-2015","MN",3829
"18-06-2015","MS",1328
"18-06-2015","MO",5000
"18-06-2015","MT",779
"18-06-2015","NE",2063
"18-06-2015","NV",6267
"18-06-2015","NH",1051
"18-06-2015","NJ",7761
"18-06-2015","NM",1716
"18-06-2015","NY",25179
"18-06-2015","NC",9141
"18-06-2015","ND",3365
"18-06-2015","OH",10719
"18-06-2015","OK",3225
"18-06-2015","OR",6213
"18-06-2015","PA",7373
"18-06-2015","RI",1342
"18-06-2015","SC",6991
"18-06-2015","SD",367
"18-06-2015","TN",5285
"18-06-2015","TX",23364
"18-06-2015","UT",1564
"18-06-2015","VT",461
"18-06-2015","VA",8402
"18-06-2015","WA",6531
"18-06-2015","WV",1070
"18-06-2015","WI",4819
"18-06-2015","WY",374
"18-06-2015","AS",NA
"18-06-2015","GU",NA
"18-06-2015","MP",NA
"18-06-2015","PR",NA
"18-06-2015","UM",NA
"18-06-2015","VI",NA
"19-06-2015","AL",2883
"19-06-2015","AK",8
"19-06-2015","AZ",5741
"19-06-2015","AR",1800
"19-06-2015","CA",48903
"19-06-2015","CO",5912
"19-06-2015","CT",4157
"19-06-2015","DE",1535
"19-06-2015","DC",2308
"19-06-2015","FL",29401
"19-06-2015","GA",12467
"19-06-2015","HI",NA
"19-06-2015","ID",890
"19-06-2015","IL",11601
"19-06-2015","IN",4645
"19-06-2015","IA",1689
"19-06-2015","KS",2749
"19-06-2015","KY",2875
"19-06-2015","LA",4436
"19-06-2015","ME",1284
"19-06-2015","MD",5085
"19-06-2015","MA",7676
"19-06-2015","MI",6482
"19-06-2015","MN",4122
"19-06-2015","MS",1319
"19-06-2015","MO",5655
"19-06-2015","MT",755
"19-06-2015","NE",2198
"19-06-2015","NV",7747
"19-06-2015","NH",914
"19-06-2015","NJ",8125
"19-06-2015","NM",1996
"19-06-2015","NY",26078
"19-06-2015","NC",9740
"19-06-2015","ND",3416
"19-06-2015","OH",11001
"19-06-2015","OK",3389
"19-06-2015","OR",6381
"19-06-2015","PA",8283
"19-06-2015","RI",1298
"19-06-2015","SC",6934
"19-06-2015","SD",347
"19-06-2015","TN",5376
"19-06-2015","TX",25615
"19-06-2015","UT",1641
"19-06-2015","VT",617
"19-06-2015","VA",8546
"19-06-2015","WA",7443
"19-06-2015","WV",1352
"19-06-2015","WI",5230
"19-06-2015","WY",374
"19-06-2015","AS",NA
"19-06-2015","GU",NA
"19-06-2015","MP",NA
"19-06-2015","PR",NA
"19-06-2015","UM",NA
"19-06-2015","VI",NA
"20-06-2015","AL",3247
"20-06-2015","AK",NA
"20-06-2015","AZ",5653
"20-06-2015","AR",1932
"20-06-2015","CA",53358
"20-06-2015","CO",6166
"20-06-2015","CT",3958
"20-06-2015","DE",1544
"20-06-2015","DC",2857
"20-06-2015","FL",30070
"20-06-2015","GA",13921
"20-06-2015","HI",NA
"20-06-2015","ID",1021
"20-06-2015","IL",12650
"20-06-2015","IN",4737
"20-06-2015","IA",1887
"20-06-2015","KS",2968
"20-06-2015","KY",3143
"20-06-2015","LA",4379
"20-06-2015","ME",1363
"20-06-2015","MD",5775
"20-06-2015","MA",8933
"20-06-2015","MI",6608
"20-06-2015","MN",4750
"20-06-2015","MS",1517
"20-06-2015","MO",5845
"20-06-2015","MT",736
"20-06-2015","NE",2179
"20-06-2015","NV",8834
"20-06-2015","NH",1216
"20-06-2015","NJ",9798
"20-06-2015","NM",1600
"20-06-2015","NY",29503
"20-06-2015","NC",10400
"20-06-2015","ND",3365
"20-06-2015","OH",11787
"20-06-2015","OK",3223
"20-06-2015","OR",6740
"20-06-2015","PA",8949
"20-06-2015","RI",1436
"20-06-2015","SC",6963
"20-06-2015","SD",416
"20-06-2015","TN",5753
"20-06-2015","TX",27636
"20-06-2015","UT",2090
"20-06-2015","VT",790
"20-06-2015","VA",9155
"20-06-2015","WA",8674
"20-06-2015","WV",1318
"20-06-2015","WI",5369
"20-06-2015","WY",469
"20-06-2015","AS",NA
"20-06-2015","GU",NA
"20-06-2015","MP",NA
"20-06-2015","PR",NA
"20-06-2015","UM",NA
"20-06-2015","VI",NA
"21-06-2015","AL",2957
"21-06-2015","AK",NA
"21-06-2015","AZ",5509
"21-06-2015","AR",1930
"21-06-2015","CA",46069
"21-06-2015","CO",5403
"21-06-2015","CT",3614
"21-06-2015","DE",1487
"21-06-2015","DC",2340
"21-06-2015","FL",25937
"21-06-2015","GA",11480
"21-06-2015","HI",NA
"21-06-2015","ID",882
"21-06-2015","IL",11760
"21-06-2015","IN",4266
"21-06-2015","IA",1714
"21-06-2015","KS",2644
"21-06-2015","KY",2637
"21-06-2015","LA",3842
"21-06-2015","ME",1124
"21-06-2015","MD",5627
"21-06-2015","MA",7228
"21-06-2015","MI",6055
"21-06-2015","MN",4073
"21-06-2015","MS",1321
"21-06-2015","MO",5322
"21-06-2015","MT",727
"21-06-2015","NE",1964
"21-06-2015","NV",8046
"21-06-2015","NH",1014
"21-06-2015","NJ",7914
"21-06-2015","NM",1720
"21-06-2015","NY",27426
"21-06-2015","NC",8919
"21-06-2015","ND",3453
"21-06-2015","OH",10913
"21-06-2015","OK",3010
"21-06-2015","OR",6422
"21-06-2015","PA",7504
"21-06-2015","RI",1228
"21-06-2015","SC",6833
"21-06-2015","SD",403
"21-06-2015","TN",5150
"21-06-2015","TX",23324
"21-06-2015","UT",1650
"21-06-2015","VT",484
"21-06-2015","VA",8482
"21-06-2015","WA",7187
"21-06-2015","WV",1298
"21-06-2015","WI",5112
"21-06-2015","WY",401
"21-06-2015","AS",NA
"21-06-2015","GU",NA
"21-06-2015","MP",NA
"21-06-2015","PR",NA
"21-06-2015","UM",NA
"21-06-2015","VI",NA
"22-06-2015","AL",3018
"22-06-2015","AK",NA
"22-06-2015","AZ",5493
"22-06-2015","AR",1704
"22-06-2015","CA",38777
"22-06-2015","CO",5085
"22-06-2015","CT",3409
"22-06-2015","DE",912
"22-06-2015","DC",2084
"22-06-2015","FL",23228
"22-06-2015","GA",10183
"22-06-2015","HI",NA
"22-06-2015","ID",959
"22-06-2015","IL",10500
"22-06-2015","IN",4210
"22-06-2015","IA",1393
"22-06-2015","KS",2626
"22-06-2015","KY",2580
"22-06-2015","LA",3926
"22-06-2015","ME",1038
"22-06-2015","MD",5117
"22-06-2015","MA",6921
"22-06-2015","MI",6048
"22-06-2015","MN",3390
"22-06-2015","MS",948
"22-06-2015","MO",5051
"22-06-2015","MT",727
"22-06-2015","NE",1999
"22-06-2015","NV",7279
"22-06-2015","NH",962
"22-06-2015","NJ",7460
"22-06-2015","NM",1638
"22-06-2015","NY",23853
"22-06-2015","NC",8763
"22-06-2015","ND",3378
"22-06-2015","OH",10097
"22-06-2015","OK",3216
"22-06-2015","OR",5753
"22-06-2015","PA",6846
"22-06-2015","RI",1336
"22-06-2015","SC",6138
"22-06-2015","SD",370
"22-06-2015","TN",4747
"22-06-2015","TX",22623
"22-06-2015","UT",1707
"22-06-2015","VT",437
"22-06-2015","VA",8067
"22-06-2015","WA",6477
"22-06-2015","WV",1138
"22-06-2015","WI",4370
"22-06-2015","WY",406
"22-06-2015","AS",NA
"22-06-2015","GU",NA
"22-06-2015","MP",NA
"22-06-2015","PR",NA
"22-06-2015","UM",NA
"22-06-2015","VI",NA
"23-06-2015","AL",2703
"23-06-2015","AK",1
"23-06-2015","AZ",5251
"23-06-2015","AR",1681
"23-06-2015","CA",39725
"23-06-2015","CO",4812
"23-06-2015","CT",3496
"23-06-2015","DE",844
"23-06-2015","DC",2389
"23-06-2015","FL",25290
"23-06-2015","GA",11854
"23-06-2015","HI",NA
"23-06-2015","ID",900
"23-06-2015","IL",10156
"23-06-2015","IN",4157
"23-06-2015","IA",1531
"23-06-2015","KS",2391
"23-06-2015","KY",2327
"23-06-2015","LA",3811
"23-06-2015","ME",1050
"23-06-2015","MD",4770
"23-06-2015","MA",7328
"23-06-2015","MI",5987
"23-06-2015","MN",3303
"23-06-2015","MS",1254
"23-06-2015","MO",4738
"23-06-2015","MT",669
"23-06-2015","NE",2139
"23-06-2015","NV",5724
"23-06-2015","NH",917
"23-06-2015","NJ",7517
"23-06-2015","NM",1552
"23-06-2015","NY",25396
"23-06-2015","NC",8816
"23-06-2015","ND",3328
"23-06-2015","OH",9638
"23-06-2015","OK",2930
"23-06-2015","OR",5833
"23-06-2015","PA",7177
"23-06-2015","RI",1197
"23-06-2015","SC",6187
"23-06-2015","SD",312
"23-06-2015","TN",4692
"23-06-2015","TX",23646
"23-06-2015","UT",1530
"23-06-2015","VT",471
"23-06-2015","VA",7986
"23-06-2015","WA",6140
"23-06-2015","WV",1116
"23-06-2015","WI",4836
"23-06-2015","WY",415
"23-06-2015","AS",NA
"23-06-2015","GU",NA
"23-06-2015","MP",NA
"23-06-2015","PR",NA
"23-06-2015","UM",NA
"23-06-2015","VI",NA
"24-06-2015","AL",3116
"24-06-2015","AK",NA
"24-06-2015","AZ",5342
"24-06-2015","AR",1706
"24-06-2015","CA",44616
"24-06-2015","CO",5103
"24-06-2015","CT",3525
"24-06-2015","DE",778
"24-06-2015","DC",2431
"24-06-2015","FL",25105
"24-06-2015","GA",11056
"24-06-2015","HI",NA
"24-06-2015","ID",1016
"24-06-2015","IL",10851
"24-06-2015","IN",4436
"24-06-2015","IA",1481
"24-06-2015","KS",2793
"24-06-2015","KY",2699
"24-06-2015","LA",4217
"24-06-2015","ME",1170
"24-06-2015","MD",4833
"24-06-2015","MA",7314
"24-06-2015","MI",6242
"24-06-2015","MN",3776
"24-06-2015","MS",1730
"24-06-2015","MO",4746
"24-06-2015","MT",773
"24-06-2015","NE",2258
"24-06-2015","NV",5300
"24-06-2015","NH",1093
"24-06-2015","NJ",7969
"24-06-2015","NM",2479
"24-06-2015","NY",25442
"24-06-2015","NC",8545
"24-06-2015","ND",3364
"24-06-2015","OH",10491
"24-06-2015","OK",2854
"24-06-2015","OR",6162
"24-06-2015","PA",8046
"24-06-2015","RI",1142
"24-06-2015","SC",6399
"24-06-2015","SD",402
"24-06-2015","TN",4811
"24-06-2015","TX",23456
"24-06-2015","UT",1694
"24-06-2015","VT",476
"24-06-2015","VA",8085
"24-06-2015","WA",6380
"24-06-2015","WV",1135
"24-06-2015","WI",5768
"24-06-2015","WY",415
"24-06-2015","AS",NA
"24-06-2015","GU",NA
"24-06-2015","MP",NA
"24-06-2015","PR",NA
"24-06-2015","UM",NA
"24-06-2015","VI",NA
"25-06-2015","AL",4852
"25-06-2015","AK",1
"25-06-2015","AZ",10592
"25-06-2015","AR",2467
"25-06-2015","CA",75865
"25-06-2015","CO",9341
"25-06-2015","CT",5219
"25-06-2015","DE",1154
"25-06-2015","DC",4059
"25-06-2015","FL",32232
"25-06-2015","GA",16720
"25-06-2015","HI",NA
"25-06-2015","ID",1262
"25-06-2015","IL",17384
"25-06-2015","IN",6998
"25-06-2015","IA",2163
"25-06-2015","KS",3535
"25-06-2015","KY",4184
"25-06-2015","LA",5531
"25-06-2015","ME",1276
"25-06-2015","MD",7789
"25-06-2015","MA",12331
"25-06-2015","MI",9020
"25-06-2015","MN",6980
"25-06-2015","MS",2100
"25-06-2015","MO",8436
"25-06-2015","MT",1111
"25-06-2015","NE",2500
"25-06-2015","NV",6214
"25-06-2015","NH",1491
"25-06-2015","NJ",11990
"25-06-2015","NM",2777
"25-06-2015","NY",34665
"25-06-2015","NC",13526
"25-06-2015","ND",3460
"25-06-2015","OH",14884
"25-06-2015","OK",5867
"25-06-2015","OR",9859
"25-06-2015","PA",12639
"25-06-2015","RI",1564
"25-06-2015","SC",8778
"25-06-2015","SD",597
"25-06-2015","TN",7946
"25-06-2015","TX",42014
"25-06-2015","UT",3106
"25-06-2015","VT",871
"25-06-2015","VA",11287
"25-06-2015","WA",11887
"25-06-2015","WV",1449
"25-06-2015","WI",8221
"25-06-2015","WY",656
"25-06-2015","AS",NA
"25-06-2015","GU",NA
"25-06-2015","MP",NA
"25-06-2015","PR",NA
"25-06-2015","UM",NA
"25-06-2015","VI",NA
"26-06-2015","AL",6445
"26-06-2015","AK",NA
"26-06-2015","AZ",12707
"26-06-2015","AR",3911
"26-06-2015","CA",91107
"26-06-2015","CO",12060
"26-06-2015","CT",7016
"26-06-2015","DE",1512
"26-06-2015","DC",5946
"26-06-2015","FL",42432
"26-06-2015","GA",23338
"26-06-2015","HI",NA
"26-06-2015","ID",1756
"26-06-2015","IL",22164
"26-06-2015","IN",10200
"26-06-2015","IA",3616
"26-06-2015","KS",5150
"26-06-2015","KY",6273
"26-06-2015","LA",7522
"26-06-2015","ME",2008
"26-06-2015","MD",11497
"26-06-2015","MA",16266
"26-06-2015","MI",13091
"26-06-2015","MN",9140
"26-06-2015","MS",2902
"26-06-2015","MO",12023
"26-06-2015","MT",1459
"26-06-2015","NE",3686
"26-06-2015","NV",7870
"26-06-2015","NH",2112
"26-06-2015","NJ",17157
"26-06-2015","NM",3954
"26-06-2015","NY",45031
"26-06-2015","NC",17531
"26-06-2015","ND",3729
"26-06-2015","OH",20495
"26-06-2015","OK",8189
"26-06-2015","OR",10184
"26-06-2015","PA",18772
"26-06-2015","RI",2293
"26-06-2015","SC",12468
"26-06-2015","SD",992
"26-06-2015","TN",10918
"26-06-2015","TX",53756
"26-06-2015","UT",3826
"26-06-2015","VT",1412
"26-06-2015","VA",16951
"26-06-2015","WA",14181
"26-06-2015","WV",2129
"26-06-2015","WI",10573
"26-06-2015","WY",752
"26-06-2015","AS",NA
"26-06-2015","GU",NA
"26-06-2015","MP",NA
"26-06-2015","PR",NA
"26-06-2015","UM",NA
"26-06-2015","VI",NA
"27-06-2015","AL",7604
"27-06-2015","AK",NA
"27-06-2015","AZ",13493
"27-06-2015","AR",5182
"27-06-2015","CA",101505
"27-06-2015","CO",13482
"27-06-2015","CT",7058
"27-06-2015","DE",1555
"27-06-2015","DC",4843
"27-06-2015","FL",49531
"27-06-2015","GA",24019
"27-06-2015","HI",NA
"27-06-2015","ID",1854
"27-06-2015","IL",25545
"27-06-2015","IN",11425
"27-06-2015","IA",3822
"27-06-2015","KS",5607
"27-06-2015","KY",6552
"27-06-2015","LA",7896
"27-06-2015","ME",2211
"27-06-2015","MD",13132
"27-06-2015","MA",17750
"27-06-2015","MI",14149
"27-06-2015","MN",10372
"27-06-2015","MS",3357
"27-06-2015","MO",14734
"27-06-2015","MT",1509
"27-06-2015","NE",4107
"27-06-2015","NV",8031
"27-06-2015","NH",2465
"27-06-2015","NJ",18217
