source|text|created_at|retweet_count|favorite_count|is_retweet|id_str
Twitter for iPhone|In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH|03-16-2017 00:03:23|16683|86434|false|842164356297175040
Twitter for iPhone|Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv|03-15-2017 23:25:25|13334|66816|false|842154802058543105
Twitter for iPhone|I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!|03-15-2017 20:55:52|9500|59957|false|842117164144431104
Twitter for iPhone|CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!|03-15-2017 12:14:20|14336|80595|false|841985915778142209
Twitter for iPhone|Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!|03-15-2017 11:29:05|14352|84918|false|841974528683192320
Twitter for iPhone|Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp; U.S. Already happening!|03-15-2017 11:13:58|14913|89398|false|841970726341074945
Twitter for iPhone|Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!|03-15-2017 11:02:40|40630|127012|false|841967881516679168
Twitter for iPhone|Does anybody really believe that a reporter, who nobody ever heard of, "went to his mailbox" and found my tax returns? @NBCNews  FAKE NEWS!|03-15-2017 10:55:30|25824|102694|false|841966077005463553
Twitter for iPhone|Great optimism in America – and the results will be even better! https://t.co/SYBl47CsZn|03-14-2017 16:12:22|12406|62952|false|841683431398469632
Twitter for iPhone|JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA|03-14-2017 15:00:25|24676|99054|false|841665325682827265
Twitter for iPhone|Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here… https://t.co/mg0A4Hq3bD|03-13-2017 22:54:16|8053|48515|false|841422186573369345
Twitter for iPhone|Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S… https://t.co/bMYph832hF|03-13-2017 20:57:02|15791|71930|false|841392683625172992
Twitter for iPhone|Healthcare listening session w/ @VP &amp; @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:… https://t.co/1cQI0ZBUv8|03-13-2017 17:20:15|6846|39015|false|841338126316511233
Twitter for iPhone|ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.|03-13-2017 13:11:17|10454|58300|false|841275470796738560
Twitter for iPhone|It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!|03-13-2017 12:52:29|19556|100557|false|841270741060464648
Twitter for iPhone|RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in, that historic journey continues. Take a look 👉 ht…|03-12-2017 12:36:59|6868|0|true|840904454836781056
Twitter for iPhone|We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!|03-11-2017 14:39:07|16563|103623|false|840572799202783233
Twitter for iPhone|Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j|03-10-2017 15:40:53|8650|42988|false|840225958854561792
Twitter for iPhone|RT @DRUDGE_REPORT: GREAT AGAIN:  +235,000 https://t.co/GkockGNdtC|03-10-2017 13:45:02|7724|0|true|840196801009451009
Twitter for iPhone|RT @foxandfriends: "Never give up....that's the worst thing you could do. There's always a chance." -Kyle Coddington's message to those als…|03-10-2017 13:32:05|9419|0|true|840193545046773760
Twitter for iPhone|Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations… https://t.co/oQIx7LybCV|03-09-2017 23:11:27|10506|56480|false|839976956703748096
Twitter for iPhone|'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️https://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP|03-09-2017 22:36:27|16144|67344|false|839968149890076672
Twitter for iPhone|Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!|03-09-2017 17:01:17|21021|111369|false|839883804315684864
Twitter for iPhone|RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK|03-09-2017 13:13:54|12324|0|true|839826581354921984
Twitter for iPhone|Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r|03-08-2017 23:54:16|21965|89867|false|839625347524096000
Twitter for iPhone|Met with @RepCummings today at the @WhiteHouse. Great discussion!|03-08-2017 23:50:25|7824|54222|false|839624377826230272
Twitter for Android|LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015|03-08-2017 12:11:25|15769|84906|false|839448469374894080
Twitter for iPhone|On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world.|03-08-2017 11:13:44|21689|115070|false|839433951957696513
Twitter for iPhone|I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.|03-08-2017 11:12:39|23139|120999|false|839433678275153921
Twitter for iPhone|I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!|03-08-2017 00:14:30|15496|81422|false|839268048313929729
Twitter for Android|Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!|03-07-2017 14:14:03|25982|121937|false|839116941956640768
Twitter for Android|I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!|03-07-2017 13:46:28|23777|124413|false|839110000870109184
Twitter for Android|Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends|03-07-2017 13:41:58|16405|82197|false|839108868584124417
Twitter for Android|For eight years Russia "ran over" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends|03-07-2017 13:13:20|17573|78880|false|839101660886614016
Twitter for Android|Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!|03-07-2017 12:13:59|15068|81473|false|839086723552411648
Twitter for Android|122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!|03-07-2017 12:04:13|22911|92823|false|839084268991229952
Twitter for iPhone|Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!|03-07-2017 03:50:49|19379|99441|false|838960097674002432
Twitter for iPhone|Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.|03-07-2017 03:49:54|16192|87209|false|838959869772328960
Twitter for iPhone|There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! https://t.co/BNSLvKiEVj|03-06-2017 23:49:53|25176|108591|false|838899465390018560
Twitter for iPhone|45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!|03-06-2017 21:22:15|24663|116785|false|838862312685637640
Twitter for iPhone|Buy American &amp; hire American are the principals at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.|03-06-2017 21:21:32|13723|65634|false|838862131852369922
Twitter for iPhone|'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'https://t.co/adBzWhtq8S|03-06-2017 21:19:04|12846|70675|false|838861512999649286
Twitter for iPhone|Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!|03-05-2017 17:30:11|30764|172217|false|838441522546769923
Twitter for Android|Who was it that secretly said to Russian President, "Tell Vladimir that after the election I'll have more flexibility?" @foxandfriends|03-05-2017 11:40:20|37134|126453|false|838353481526312961
Twitter for Android|Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?|03-05-2017 11:32:22|24515|96318|false|838351476401520640
Twitter for Android|Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show|03-04-2017 13:19:29|23117|106606|false|838016045222854656
Twitter for Android|How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!|03-04-2017 12:02:48|52836|162336|false|837996746236182529
Twitter for Android|I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!|03-04-2017 11:52:54|37162|131657|false|837994257566863360
Twitter for Android|Is it legal for a sitting President to be "wire tapping" a race for president prior to an election? Turned down by court earlier. A NEW LOW!|03-04-2017 11:49:00|36359|123508|false|837993273679560704
Twitter for Android|Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.|03-04-2017 11:42:59|37452|121080|false|837991759045079040
Twitter for Android|Terrible! Just found out that Obama had my "wires tapped" in Trump Tower just before the victory. Nothing found. This is McCarthyism!|03-04-2017 11:35:20|50573|143525|false|837989835818287106
Twitter for Android|The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......|03-04-2017 11:26:47|24412|88057|false|837987684660412416
Twitter for iPhone|MAKE AMERICA GREAT AGAIN! https://t.co/kuQiZDz4rA|03-03-2017 22:13:10|36635|122851|false|837787963027144706
Twitter for iPhone|I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN|03-03-2017 21:02:23|39957|121937|false|837770149767827456
Twitter for iPhone|I hearby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN|03-03-2017 20:49:53|11|4|false|837767004236955649
Twitter for iPhone|We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. https://t.co/OTJaHcvLzf|03-03-2017 20:48:21|16510|83126|false|837766616603586560
Twitter for iPhone|I hear by demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN|03-03-2017 20:47:30|41|93|false|837766402937393155
Twitter for iPhone|We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA|03-03-2017 17:54:30|54593|150081|false|837722869106880517
Twitter for iPhone|Weekly AddressJoin me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp|03-03-2017 16:41:55|10173|53969|false|837704599704375296
Twitter for Android|It is so pathetic that the Dems have still not approved my full Cabinet.|03-03-2017 12:19:12|27814|136744|false|837638488656920576
Twitter for Android|Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends|03-03-2017 12:00:39|13812|66624|false|837633820417482754
Twitter for Android|...is all of the illegal leaks of classified and other information. It is a total "witch hunt!"|03-03-2017 02:38:48|18089|93134|false|837492425283219458
Twitter for Android|...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...|03-03-2017 02:35:33|23200|109820|false|837491607171629057
Twitter for Android|...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....|03-03-2017 02:27:29|17470|90273|false|837489578193846278
Twitter for Android|Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....|03-03-2017 02:22:49|19804|102261|false|837488402438176769
Twitter for Android|Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!|03-02-2017 11:00:41|37270|175684|false|837256338203881472
Twitter for Android|THANK YOU!|03-01-2017 13:38:44|27371|183969|false|836933725602656256
Twitter for iPhone|#JointSession #MAGA🇺🇸https://t.co/RDO6Jt2pip|03-01-2017 01:42:16|10160|63709|false|836753422271582208
Twitter for iPhone|Join me live at 9:00 P.M. #JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU|03-01-2017 01:30:49|7388|54871|false|836750538943377408
Twitter for Android|I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!|02-28-2017 02:43:03|11039|82888|false|836406328369242113
Twitter for iPhone|GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:https://t.co/Soebxtg2Zd|02-27-2017 21:48:21|14662|70544|false|836332166728527872
Twitter for iPhone|Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS|02-27-2017 17:06:23|15400|89597|false|836261209540288513
Twitter for Android|Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.|02-26-2017 20:13:52|15716|105941|false|835946001873657858
Twitter for Android|Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!|02-26-2017 18:16:41|24677|113140|false|835916511944523777
Twitter for Android|For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!|02-26-2017 11:42:39|21792|109318|false|835817351178301440
Twitter for Android|The race for DNC Chairman was, of course, totally "rigged." Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!|02-26-2017 11:33:16|19073|87092|false|835814988686233601
Twitter for Android|Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!|02-25-2017 22:02:22|28744|130499|false|835610917568200705
Twitter for Android|I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!|02-25-2017 21:53:21|23860|123926|false|835608648625836032
Twitter for iPhone|Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC|02-25-2017 18:12:25|10068|45735|false|835553050530099200
Twitter for Android|Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!|02-25-2017 13:27:04|19846|104027|false|835481237879926784
Twitter for Android|The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.|02-25-2017 13:19:18|62450|201400|false|835479283699224576
Twitter for Android|Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!|02-25-2017 12:25:24|34603|158646|false|835465719970217984
Twitter for Android|FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!|02-25-2017 03:09:18|26341|108710|false|835325771858251776
Twitter for iPhone|Trump vows to fight 'epidemic' of human trafficking https://t.co/oDLZ2NdrtA|02-24-2017 17:04:19|20245|91082|false|835173525522624512
Twitter for Android|Going to CPAC!|02-24-2017 13:49:27|8911|71701|false|835124485632180224
Twitter for Android|find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW|02-24-2017 12:36:34|21720|100526|false|835106143462703104
Twitter for Android|The FBI is totally unable to stop the national security "leakers" that have permeated our government for a long time. They can't even......|02-24-2017 12:31:49|18342|81076|false|835104946034991106
Twitter for Android|Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!|02-24-2017 00:06:44|8265|58140|false|834917440450609152
Twitter for Android|Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!|02-24-2017 00:01:40|23171|108261|false|834916167177371648
Twitter for iPhone|'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU|02-23-2017 22:53:45|10563|56246|false|834899071982841856
Twitter for Android|Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!|02-22-2017 12:50:56|16220|116640|false|834384982495940613
Twitter for Android|One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!|02-22-2017 12:20:40|12132|79330|false|834377364947816448
Twitter for Android|The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!|02-21-2017 23:23:13|26055|118125|false|834181712783560705
Twitter for iPhone|'Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u|02-21-2017 20:46:42|23693|106937|false|834142323881684993
Twitter for iPhone|Congratulations to our new National Security Advisor, General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv|02-21-2017 00:38:40|16021|94069|false|833838311315763200
Twitter for Android|Just named General H.R. McMaster National Security Advisor.|02-20-2017 21:00:37|15766|106326|false|833783438922629125
Twitter for Android|Meeting with Generals at Mar-a-Lago in Florida. Very interesting!|02-20-2017 19:33:35|33|97|false|833761537525444608
Twitter for Android|HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!|02-20-2017 14:33:33|48802|242519|false|833686030679207936
Twitter for Android|Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!|02-20-2017 14:15:42|34840|140919|false|833681539997253636
Twitter for Android|My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.|02-19-2017 21:57:01|26224|112115|false|833435244451753984
Twitter for Android|Getting ready to leave for Melbourne, Florida. See you all soon!|02-18-2017 20:26:31|37|162|false|833050081641234435
Twitter for Android|Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!|02-18-2017 13:51:20|15213|99263|false|832950628750127106
Twitter for Android|Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.|02-18-2017 13:31:53|39020|186074|false|832945737625387008
Twitter for Android|Looking forward to the Florida rally tomorrow. Big crowd expected!|02-18-2017 00:02:58|14143|99028|false|832742165436579840
Twitter for Android|"One of the most effective press conferences I've ever seen!" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest|02-17-2017 23:15:56|21751|120315|false|832730328108134402
Twitter for Android|The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!|02-17-2017 21:48:22|52654|162368|false|832708293516632065
Twitter for Android|The FAKE NEWS media (failing @nytimes, @CNN, @NBCNews and many more)    is not my enemy, it is the enemy of the American people. SICK!|02-17-2017 21:32:29|112|247|false|832704292993847296
Twitter for iPhone|Join me at 11:00am:Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM|02-17-2017 15:34:14|9912|56533|false|832614137586933760
Twitter for iPhone|General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.|02-17-2017 13:16:22|10955|69643|false|832579442790772736
Twitter for Android|Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!|02-17-2017 11:43:10|26347|150763|false|832555987299082242
Twitter for Android|Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.|02-17-2017 11:38:20|14334|99095|false|832554772318322688
Twitter for Android|Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!|02-17-2017 10:13:32|17252|102948|false|832533430168608768
Twitter for iPhone|'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh|02-16-2017 23:44:54|18722|93656|false|832375230274400256
Twitter for Android|The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!|02-16-2017 14:39:52|27003|121137|false|832238070460186625
Twitter for Android|FAKE NEWS media, which makes up stories and "sources," is far more effective than the discredited Democrats - but they are fading fast!|02-16-2017 14:10:49|19854|99214|false|832230758299340800
Twitter for Android|The spotlight has finally been put on the low-life leakers! They will be caught!|02-16-2017 12:02:59|25247|126205|false|832198588201594880
Twitter for Android|Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!|02-16-2017 11:58:43|17274|89827|false|832197515248275456
Twitter for Android|Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!|02-16-2017 11:34:46|23643|127764|false|832191485701451777
Twitter for iPhone|Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN|02-15-2017 23:59:26|53977|110166|false|832016501657968640
Twitter for iPhone|Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace https://t.co/dmHL7xIEQv|02-15-2017 21:34:05|14576|58732|false|831979921555742732
Twitter for iPhone|Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!Tickets:… https://t.co/OigfXFECPp|02-15-2017 19:45:16|17852|72138|false|831952535544070145
Twitter for iPhone|Welcome to the United States, @IsraeliPM Benjamin &amp; Sara!#ICYMI🇺🇸🇮🇱Joint Press Conference: https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP|02-15-2017 19:17:59|14224|74512|false|831945670324060164
Twitter for iPhone|Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF|02-15-2017 16:34:27|10692|66081|false|831904516316479489
Twitter for Android|The real scandal here is that classified information is illegally given out by "intelligence" like candy. Very un-American!|02-15-2017 13:13:10|31903|128448|false|831853862281699331
Twitter for Android|Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?|02-15-2017 12:42:20|25351|100698|false|831846101179314177
Twitter for Android|Thank you to Eli Lake of The Bloomberg View - "The NSA &amp; FBI...should not interfere in our politics...and is" Very serious situation for USA|02-15-2017 12:28:37|16346|77692|false|831842652085686273
Twitter for Android|Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia|02-15-2017 12:19:18|21143|80376|false|831840306161123328
Twitter for Android|This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.|02-15-2017 12:08:12|27541|117900|false|831837514226921472
Twitter for Android|The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!|02-15-2017 11:40:32|25838|104434|false|831830548565852160
Twitter for iPhone|Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. https://t.co/glWEQ0lNR4|02-14-2017 22:50:33|17872|87852|false|831636777110757377
Twitter for iPhone|'Remarks by President Trump at Signing of H.J. Resolution 41'https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br|02-14-2017 21:48:10|8503|46093|false|831621079747723264
Twitter for iPhone|Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot|02-14-2017 20:21:59|11349|59006|false|831599387906301952
Twitter for Android|The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?|02-14-2017 14:28:54|26588|111318|false|831510532318429184
Twitter for iPhone|Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4|02-14-2017 03:30:45|16252|90851|false|831344902990655489
Twitter for iPhone|Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK|02-14-2017 02:57:05|10918|63937|false|831336432073658368
Twitter for iPhone|Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and th… https://t.co/wAoCOaYeZ6|02-13-2017 18:50:57|15431|85397|false|831214091993751552
Twitter for iPhone|Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri|02-13-2017 16:59:06|13466|84754|false|831185943482793986
Twitter for iPhone|Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP|02-13-2017 15:53:08|11763|74360|false|831169341358014475
Twitter for Android|Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!|02-12-2017 22:19:05|25504|141359|false|830904083519242241
Twitter for iPhone|Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!|02-12-2017 15:41:55|16088|102935|false|830804130692268032
Twitter for Android|I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!|02-12-2017 13:23:18|15285|82264|false|830769247185952772
Twitter for Android|After two days of very productive talks, Prime Minister Abe is heading back to Japan. L|02-12-2017 13:04:49|13121|82736|false|830764596235485188
Twitter for Android|While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!|02-12-2017 12:14:16|25000|113074|false|830751875578355713
Twitter for Android|72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN|02-12-2017 11:55:10|22544|80492|false|830747067379232769
Twitter for Android|The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers &amp; others are being removed!|02-12-2017 11:34:45|29437|148471|false|830741932099960834
Twitter for iPhone|#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D|02-12-2017 05:02:01|14676|62151|false|830643095150657536
Twitter for iPhone|RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS|02-12-2017 03:23:13|4810|0|true|830618234726543360
Twitter for Android|A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!|02-11-2017 23:24:08|13843|97579|false|830558065715998726
Twitter for iPhone|Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!|02-11-2017 23:15:34|13298|84098|false|830555911559249926
Twitter for Android|Playef golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!|02-11-2017 23:07:52|8|1|false|830553970225590277
Twitter for Android|I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!|02-11-2017 23:00:21|28439|207438|false|830552079240409089
Twitter for iPhone|Having a great time hosting Prime Minister Shinzo Abe in the United States! https://t.co/Fvjsac89qS… https://t.co/hKqbMB2aQ9|02-11-2017 18:28:31|16879|92194|false|830483672096768001
Twitter for Android|Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!|02-11-2017 13:33:53|16875|120072|false|830409522397184000
Twitter for Android|...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!|02-11-2017 13:24:32|12905|83752|false|830407172747988992
Twitter for Android|I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....|02-11-2017 13:18:43|14024|77068|false|830405706255912960
Twitter for Android|Our legal system is broken! "77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries." (WT)  SO DANGEROUS!|02-11-2017 12:12:51|23082|101179|false|830389130311921667
Twitter for iPhone|Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinzō earlier today. https://t.co/4JFhyYdeHO|02-10-2017 23:24:51|40351|160212|false|830195857530183684
Twitter for Android|The failing @nytimes does major FAKE NEWS China story saying "Mr.Xi has not spoken to Mr. Trump since Nov.14." We spoke at length yesterday!|02-10-2017 13:35:50|23732|106953|false|830047626414477312
Twitter for Android|LAWFARE: "Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute." A disgraceful decision!|02-10-2017 13:15:27|17556|89202|false|830042498806460417
Twitter for Android|SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!|02-09-2017 23:35:49|67448|237614|false|829836231802515457
Twitter for iPhone|Join us live in the Oval Office for the swearing in of our new Attorney General, @SenatorSessions!LIVE:… https://t.co/QeW6vjog4A|02-09-2017 15:58:01|10756|71140|false|829721019720015872
Twitter for Android|..Ryan died on a winning mission ( according to General Mattis), not a "failure." Time for the U.S. to get smart and start winning again!|02-09-2017 13:52:31|14900|91185|false|829689436279603206
Twitter for Android|...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..|02-09-2017 13:31:59|11801|67986|false|829684271812067328
Twitter for Android|Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....|02-09-2017 13:26:07|15800|85781|false|829682794951475200
