"state","week","state_name","freq_trump","total_negative_trump","total_tweet_trump","incident_number","mean_usage14_15","total_pop","total_hispanic","percent_hispanic","total_chinese","percent_chinese","total_asian","percent_asian","total_under_25","total_25_44","total_45_64","total_65andover","pct_under_25","pct_25_44","pct_45_64","pct_65andover","tot_less_than_high_school","tot_high_school_grad","tot_college_associate","tot_bachelor","tot_grad_prof_degree","pct_less_than_high_school","pct_high_school_grad","pct_college_associate","pct_bachelor","pct_grad_prof_degree","unemplyment_rate","mean_HH_income","pct_below_poverty_level","election16_republicans"
"IL",14,"Illinois",0.157894736842105,3,19,NA,3596871,12821497,2174842,17,132821,1,795139,6.2,4139154,3431354,3356086,1894903,32.3,26.8,26.2,14.8,964587,2267535,2492430,1801833,1155958,11.1,26.1,28.7,20.8,13.3,6.6,88857,13.1,NA
"IN",1,"Indiana",0.1,2,20,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",2,"Indiana",0.162790697674419,7,43,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",3,"Indiana",0.0227272727272727,1,44,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",4,"Indiana",0.0588235294117647,3,51,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",5,"Indiana",0,0,39,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",6,"Indiana",0.0740740740740741,2,27,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",7,"Indiana",0.0666666666666667,2,30,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",8,"Indiana",0,0,27,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",9,"Indiana",0,0,33,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",10,"Indiana",0,0,28,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",11,"Indiana",0.0465116279069767,2,43,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",12,"Indiana",0,0,23,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",13,"Indiana",0.0769230769230769,2,26,1,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"IN",14,"Indiana",0.157894736842105,3,19,NA,1583604,6637426,450267,6.8,34694,0.5,177411,2.7,2237611,1678646,1725106,996063,33.7,25.3,26,15,502624,1475931,1281352,727108,412800,11.4,33.5,29.1,16.5,9.4,5.4,71912,14.1," 1"
"KS",1,"Kansas",0.1,2,20,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",2,"Kansas",0.162790697674419,7,43,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",3,"Kansas",0.0227272727272727,1,44,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",4,"Kansas",0.0588235294117647,3,51,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",5,"Kansas",0,0,39,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",6,"Kansas",0.0740740740740741,2,27,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",7,"Kansas",0.0666666666666667,2,30,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",8,"Kansas",0,0,27,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",9,"Kansas",0,0,33,1,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",10,"Kansas",0,0,28,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",11,"Kansas",0.0465116279069767,2,43,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",12,"Kansas",0,0,23,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",13,"Kansas",0.0769230769230769,2,26,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KS",14,"Kansas",0.157894736842105,3,19,NA,800846,2908776,340616,11.7,12913,0.4,103141,3.5,1014101,733611,723287,437777,34.9,25.2,24.8,15.1,175719,492819,603061,394462,228614,9.3,26,31.8,20.8,12.1,4.4,77509,12.4," 1"
"KY",1,"Kentucky",0.1,2,20,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",2,"Kentucky",0.162790697674419,7,43,1,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",3,"Kentucky",0.0227272727272727,1,44,1,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",4,"Kentucky",0.0588235294117647,3,51,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",5,"Kentucky",0,0,39,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",6,"Kentucky",0.0740740740740741,2,27,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",7,"Kentucky",0.0666666666666667,2,30,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",8,"Kentucky",0,0,27,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",9,"Kentucky",0,0,33,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",10,"Kentucky",0,0,28,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",11,"Kentucky",0.0465116279069767,2,43,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",12,"Kentucky",0,0,23,1,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",13,"Kentucky",0.0769230769230769,2,26,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"KY",14,"Kentucky",0.157894736842105,3,19,NA,1010668,4440204,158744,3.6,9992,0.2,80974,1.8,1436200,1129116,1183379,691509,32.3,25.4,26.7,15.6,429573,991791,873037,415937,293666,14.3,33,29,13.8,9.8,6.1,67110,17.9," 1"
"LA",1,"Louisiana",0.1,2,20,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",2,"Louisiana",0.162790697674419,7,43,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",3,"Louisiana",0.0227272727272727,1,44,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",4,"Louisiana",0.0588235294117647,3,51,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",5,"Louisiana",0,0,39,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",6,"Louisiana",0.0740740740740741,2,27,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",7,"Louisiana",0.0666666666666667,2,30,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",8,"Louisiana",0,0,27,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",9,"Louisiana",0,0,33,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",10,"Louisiana",0,0,28,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",11,"Louisiana",0.0465116279069767,2,43,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",12,"Louisiana",0,0,23,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",13,"Louisiana",0.0769230769230769,2,26,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"LA",14,"Louisiana",0.157894736842105,3,19,NA,1264996,4663616,234920,5,11239,0.2,96581,2.1,1555675,1246089,1185145,676707,33.4,26.8,25.5,14.5,471960,1055768,842620,483170,254423,15.2,34,27.1,15.5,8.2,6.9,68823,19.4," 1"
"MA",1,"Massachusetts",0.1,2,20,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",2,"Massachusetts",0.162790697674419,7,43,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",3,"Massachusetts",0.0227272727272727,1,44,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",4,"Massachusetts",0.0588235294117647,3,51,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",5,"Massachusetts",0,0,39,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",6,"Massachusetts",0.0740740740740741,2,27,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",7,"Massachusetts",0.0666666666666667,2,30,1,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",8,"Massachusetts",0,0,27,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",9,"Massachusetts",0,0,33,1,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",10,"Massachusetts",0,0,28,1,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",11,"Massachusetts",0.0465116279069767,2,43,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",12,"Massachusetts",0,0,23,1,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",13,"Massachusetts",0.0769230769230769,2,26,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MA",14,"Massachusetts",0.157894736842105,3,19,NA,2537326,6830193,789127,11.6,164712,2.4,502612,7.4,2081398,1798348,1872223,1078224,30.4,26.3,27.4,15.8,454360,1150846,1105887,1128877,908825,9.6,24.2,23.3,23.8,19.1,5.4,106627,10.8,NA
"MD",1,"Maryland",0.1,2,20,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",2,"Maryland",0.162790697674419,7,43,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",3,"Maryland",0.0227272727272727,1,44,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",4,"Maryland",0.0588235294117647,3,51,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",5,"Maryland",0,0,39,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",6,"Maryland",0.0740740740740741,2,27,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",7,"Maryland",0.0666666666666667,2,30,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",8,"Maryland",0,0,27,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",9,"Maryland",0,0,33,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",10,"Maryland",0,0,28,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",11,"Maryland",0.0465116279069767,2,43,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",12,"Maryland",0,0,23,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",13,"Maryland",0.0769230769230769,2,26,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"MD",14,"Maryland",0.157894736842105,3,19,NA,1773448.5,6003435,588912,9.8,84391,1.4,442435,7.4,1888577,1594352,1645169,875337,31.5,26.6,27.4,14.6,409757,1021847,1052689,877641,752924,10,24.8,25.5,21.3,18.3,5.6,107482,9.4,NA
"ME",1,"Maine",0.1,2,20,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",2,"Maine",0.162790697674419,7,43,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",3,"Maine",0.0227272727272727,1,44,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",4,"Maine",0.0588235294117647,3,51,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",5,"Maine",0,0,39,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",6,"Maine",0.0740740740740741,2,27,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",7,"Maine",0.0666666666666667,2,30,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",8,"Maine",0,0,27,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",9,"Maine",0,0,33,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",10,"Maine",0,0,28,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",11,"Maine",0.0465116279069767,2,43,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",12,"Maine",0,0,23,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",13,"Maine",0.0769230769230769,2,26,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"ME",14,"Maine",0.157894736842105,3,19,NA,317217.5,1332813,21421,1.6,4113,0.3,22175,1.7,364916,308563,400158,259176,27.4,23.2,30,19.4,74426,308013,286179,190172,109107,7.7,31.8,29.6,19.6,11.3,4.6,73210,12.5,NA
"MI",1,"Michigan",0.1,2,20,NA,2257959.5,9957488,497897,5,60206,0.6,368624,3.7,3185273,2416149,2735122,1620944,31.9,24.3,27.5,16.3,641536,1966809,2226818,1179677,757375,9.5,29,32.9,17.4,11.2,6.5,75352,15," 1"
"MI",2,"Michigan",0.162790697674419,7,43,NA,2257959.5,9957488,497897,5,60206,0.6,368624,3.7,3185273,2416149,2735122,1620944,31.9,24.3,27.5,16.3,641536,1966809,2226818,1179677,757375,9.5,29,32.9,17.4,11.2,6.5,75352,15," 1"
"MI",3,"Michigan",0.0227272727272727,1,44,1,2257959.5,9957488,497897,5,60206,0.6,368624,3.7,3185273,2416149,2735122,1620944,31.9,24.3,27.5,16.3,641536,1966809,2226818,1179677,757375,9.5,29,32.9,17.4,11.2,6.5,75352,15," 1"
